.	0	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	0	654	1005	1879	13285	45802	65303	97341	121332	153374	192027	227835	299712	344195	409903	513976	610872	774451	873762	1097569	1325502	1637547	2061713	2512690	3098568	3833304	4941882	6168848	7540145	11123725	13245858	16369869	20360684	26679663	36694055	49304904	67960601	147795872	640866967	642057427	
.	1	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	1	774	1344	3479	37695	121292	168862	248575	306446	379382	474011	552632	722673	816317	951900	1179511	1375541	1723513	1896997	2335450	2763659	3340560	4089053	4854603	5865309	7099412	8884157	10807917	12896582	17690722	20584497	24962136	30340935	38776993	51529657	66911428	88397151	166134791	640910956	642057427	
.	2	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	2	720	1193	2655	21408	64513	90381	130783	160567	197792	245154	286132	369232	418528	490487	603570	708379	883015	987242	1221542	1457409	1782627	2216443	2678538	3279303	4037551	5163319	6417760	7827318	12105600	14261483	17459376	21549214	28052144	38339181	51248911	70226407	149856091	640625141	642057427	
.	3	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	3	916	1285	2030	12106	41431	59292	88653	111316	142207	179699	214475	284715	329311	396219	499561	598066	763360	864596	1091212	1321064	1641870	2069698	2527330	3125774	3883924	5006468	6261942	7672768	12109026	14257734	17449367	21526299	27993275	38192177	51005343	69887581	150322895	640496071	642057427	
.	4	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	4	1036	1411	2153	12365	45286	65457	99359	125647	160833	205217	245632	328361	380061	457213	577810	690916	880639	994066	1251245	1508840	1865841	2335838	2835417	3485863	4302152	5501044	6836740	8326190	12926946	15177835	18487277	22694439	29332241	39782167	52880273	72168374	153504231	640498648	642057427	
.	5	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	5	1224	1625	2367	13738	50156	72982	110431	139046	177514	225646	269305	358855	413282	494927	622315	740874	940517	1059283	1327676	1594472	1962622	2446820	2959610	3623939	4454011	5668650	7021770	8527100	13147930	15439179	18763252	22995883	29631887	40091709	53240190	72684604	154655959	640518863	642057427	
.	6	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	6	1335	1699	2269	13167	52598	76798	116852	148255	190320	242309	290768	385772	445761	537616	673416	803802	1011434	1145419	1432746	1714394	2108211	2614055	3158744	3847980	4716909	5962297	7354916	8919285	13684870	16061257	19429197	23726020	30393244	40892374	54149318	73852366	157158245	640500737	642057427	
.	7	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	7	609	909	1535	9801	38431	56678	86698	110247	142646	182167	220620	294756	344080	418877	528583	637633	812544	927130	1174254	1420476	1769717	2224861	2718670	3351918	4160552	5337554	6655889	8151184	12417038	14685189	17995179	22221211	28886516	39362445	52562332	72042584	154351258	640695258	642057427	
.	8	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	8	209	551	1285	10838	41707	60752	92206	116581	149934	191113	229866	307167	356403	432276	545422	655155	833938	948729	1197835	1445593	1794401	2254293	2748464	3383906	4189356	5362711	6678570	8159893	12486546	14749102	18035087	22230762	28831054	39229957	52343783	71753390	154064004	640649898	642057427	
.	9	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	9	127	365	917	9599	40529	59684	92149	117656	152047	195221	235452	315892	366924	444069	561014	673105	856639	973641	1227663	1481967	1838358	2301495	2801228	3442585	4255254	5438052	6761530	8254759	12669987	14945571	18247944	22467354	29102150	39566407	52778855	72348587	155395691	640616479	642057427	
.	10	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	10	4249	4561	5251	15400	49099	69992	104638	131440	168064	212947	255865	339874	394194	475697	597568	716339	907483	1030566	1296085	1560730	1933442	2416226	2935344	3601914	4446570	5666967	7029860	8568582	12875030	15206285	18565362	22845254	29544006	40063416	53343175	73030623	156445008	640687474	642057427	
.	11	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	11	239	485	1075	11398	47894	70300	107816	137184	176904	225740	271782	362362	420743	508859	640586	767300	970640	1104711	1384388	1665229	2054946	2563923	3108603	3804281	4676555	5942032	7353230	8926856	13357991	15785828	19209609	23574896	30312565	40923734	54325870	74319061	159185908	640652396	642057427	
.	12	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	12	270	640	1442	12167	47218	68605	104196	131957	169209	216440	259186	347397	401647	484782	612875	732886	932083	1056596	1328183	1599217	1974370	2469605	2996293	3672232	4518540	5752778	7133112	8668949	13062034	15441192	18809642	23111687	29763234	40275606	53556057	73356522	157340847	640635746	642057427	
.	13	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	13	256	517	1181	12525	53333	77944	119643	152590	196624	251153	301597	401487	465215	561138	703788	840953	1059206	1203077	1501079	1799459	2209795	2743789	3315002	4038666	4943467	6248707	7700754	9322176	13795050	16314910	19800225	24248515	31048981	41775195	55359063	75681493	161318888	640658175	642057427	
.	14	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	14	307	670	1447	12664	50271	73749	112377	142507	183335	234585	281370	375288	434614	525622	659897	789719	997023	1133812	1420994	1706280	2103019	2617649	3169935	3869987	4752996	6019668	7434846	9023124	13497828	15950880	19375643	23752537	30482051	41093018	54547178	74684830	160134440	640638496	642057427	
.	15	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	15	289	646	1296	12599	52050	76222	116906	148508	191154	244432	293402	391061	452590	545955	684952	818825	1033032	1173293	1467372	1758328	2162894	2688380	3247891	3957168	4849247	6129203	7558069	9155935	13574151	16062367	19496942	23890615	30603620	41226048	54716714	74964920	160979402	640666355	642057427	
.	16	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	16	322	626	1224	14760	63974	93955	143643	182431	233941	296599	354597	466056	537732	646630	803029	954683	1189315	1349596	1671088	1990464	2429465	2992751	3597054	4351286	5293995	6639237	8131584	9800411	14300835	16906923	20428478	24930390	31737388	42486975	56175160	76829254	164828825	640679549	642057427	
.	17	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	17	364	707	1332	15432	66588	98400	150221	190811	244513	311066	371429	490987	565841	681103	845933	1005705	1253599	1420243	1761431	2093884	2554471	3142703	3769576	4550008	5526227	6898724	8428216	10138899	14682812	17345174	20905894	25458858	32295889	43086807	56859412	77673283	166254962	640704713	642057427	
.	18	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	18	479	899	1509	16851	72050	106316	161845	205204	262248	333520	397560	523547	602208	723420	895265	1061893	1319521	1494133	1846592	2188793	2662728	3263922	3908041	4704349	5700692	7094538	8646006	10376386	14926787	17634573	21213537	25797424	32632311	43431967	57244151	78183362	167461578	640698408	642057427	
.	19	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	19	491	883	1494	17619	74662	110797	169100	213845	273268	347135	412634	542329	622752	747911	924772	1095718	1357319	1535352	1895291	2243406	2725215	3333952	3984831	4786208	5790259	7192178	8750571	10492010	15031950	17761397	21335077	25917814	32722823	43492133	57300659	78326565	168600269	640716774	642057427	
.	20	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	20	540	944	1698	20944	94218	139162	211119	267432	340084	427570	507655	656640	753747	901156	1100220	1297272	1586947	1794901	2194189	2579297	3112457	3769422	4478811	5339824	6414383	7891937	9527200	11365916	15974344	18845641	22529655	27247464	34173449	45102179	59181473	80724656	173205620	640746933	642052553	
.	21	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	21	594	1032	1662	21012	94657	140830	213619	270532	344300	433673	514577	667512	764149	913503	1116262	1316372	1612162	1822092	2227270	2615841	3155132	3820913	4538745	5408472	6493623	7983332	9630290	11483320	16102858	19004172	22706772	27455288	34406178	45381379	59533391	81205265	174269227	640754955	642048381	
.	22	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	22	745	1270	2056	23588	106173	157683	237913	300882	381545	477826	565448	727477	831312	989674	1201926	1412185	1717183	1939539	2357397	2761445	3317930	3998979	4733913	5620782	6726578	8236373	9900101	11782062	16432140	19372907	23087731	27860134	34804582	45774399	59951918	81763201	175969674	640748716	642043753	
.	23	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	23	718	1181	1947	23029	102121	151754	229624	290369	368245	462969	548142	710355	812051	968957	1180884	1390183	1696686	1914039	2333861	2736067	3292667	3975231	4712173	5599306	6706813	8218063	9887611	11767315	16426512	19372326	23086596	27856565	34795576	45758005	59935204	81761078	176483052	640751595	642039996	
.	24	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	24	840	1329	2109	27091	121550	181502	273676	344900	436259	546268	643758	827661	942436	1119400	1354932	1587222	1923119	2163515	2621546	3057678	3659589	4388724	5174552	6111504	7281820	8861744	10600946	12563781	17260232	20326490	24132228	29021842	36063417	47184501	61619272	83885765	180079477	640791810	642036180	
.	25	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	25	918	1449	2164	29411	135333	202172	305119	384082	485824	606015	714531	912654	1038235	1232746	1483622	1734105	2089020	2349104	2835131	3294673	3932100	4687600	5509573	6482645	7697968	9321323	11096479	13118945	17865097	21007096	24857510	29804335	36878711	48023764	62556880	85097493	183156800	640797862	642029454	
.	26	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	26	512	887	1595	16028	70022	104209	158140	201464	257589	324700	388438	503812	582792	701745	862158	1024683	1260311	1438540	1767076	2095141	2549277	3116476	3738948	4494383	5444274	6775174	8251283	9930885	14225705	16927782	20406907	24906290	31558921	42187048	56019828	77498739	174010269	640827895	642025575	
.	27	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	27	3082	3410	3979	15425	57989	84696	128074	162645	209137	265308	319833	419759	488163	592669	735410	881454	1095607	1255389	1560460	1863454	2289525	2821963	3407739	4123883	5033194	6316458	7741738	9373475	13655798	16252579	19675237	24099390	30735426	41309427	55020616	76157630	170458910	640807311	642021632	
.	28	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	28	329	589	1058	11816	51907	77224	118940	151725	196306	251005	302247	400704	466180	567440	707017	849276	1059850	1214338	1514511	1811456	2228363	2755231	3334481	4043219	4942867	6212178	7626464	9241474	13433166	16014881	19411487	23806304	30393284	40913072	54550229	75598401	169973997	640814609	642017811	
.	29	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	29	268	483	948	13615	64560	95687	146509	187425	241856	307091	369737	483268	561373	679232	837173	999306	1232814	1412326	1743136	2071808	2530649	3096032	3721349	4480638	5437941	6780264	8261463	9961232	14299510	17008450	20516112	25048208	31771515	42473892	56403116	77967174	174119098	640798950	642013333	
.	30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	30	274	542	1016	14491	67432	100313	153379	196018	252586	319887	384499	500742	580989	703149	866011	1033698	1271834	1456273	1795708	2131500	2600775	3178846	3817254	4583111	5557496	6913161	8409092	10125788	14448324	17188556	20707683	25252789	31980069	42694110	56657576	78328016	175100162	640808906	642008689	
.	31	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	31	356	684	1290	13423	59152	87575	134007	171248	221249	281243	338218	445870	517334	628485	779159	933552	1156451	1323661	1642218	1954919	2393682	2942612	3546320	4278206	5205492	6505891	7947701	9598599	13840546	16489907	19906645	24342771	30915113	41440092	55160677	76442099	172199620	640804662	642004538	
.	32	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
