.	0	2	12	27	32	
.	0	22289	124479	296665	7957851	
.	1	12	27	32	37	
.	1	66807	201130	7957815	7957851	
.	2	2	12	22	27	32	37	
.	2	85	76309	76335	219746	1196966	7957851	
.	3	12	22	27	32	37	
.	3	58656	67757	177051	564012	7957851	
.	4	12	22	27	32	37	41	
.	4	47224	64066	143982	389393	7957850	7957851	
.	5	2	12	22	27	32	37	41	
.	5	119	48752	65100	131895	328426	861649	7957851	
.	6	12	22	27	32	37	41	
.	6	37118	54720	113490	302204	774914	7957851	
.	7	12	22	27	32	37	41	
.	7	36018	55360	111574	282727	729481	7957851	
.	8	12	22	27	32	37	41	
.	8	46056	65567	121303	289264	714676	7957851	
.	9	12	22	27	32	37	41	
.	9	33685	53699	107030	280329	692055	7957851	
.	10	12	22	27	32	37	41	
.	10	32909	53887	107275	268251	677507	7957851	
.	11	12	22	27	32	37	41	
.	11	38741	64251	118939	280853	688646	7957851	
.	12	12	22	27	32	37	41	
.	12	50460	80661	139632	311187	744755	7957851	
.	13	12	22	27	32	37	41	
.	13	36031	70579	128058	295200	713336	7957851	
.	14	2	12	22	27	32	37	41	
.	14	65	49286	85454	143836	299304	717722	7957851	
.	15	12	22	27	32	37	41	
.	15	34750	73191	131085	296434	707435	7957851	
.	16	12	22	27	32	37	41	
.	16	35453	74389	133299	283137	700694	7957851	
.	17	12	22	27	32	37	41	
.	17	35761	74851	133649	282697	693779	7957851	
.	18	12	22	27	32	37	41	
.	18	35846	75151	135242	282959	690057	7957851	
.	19	12	22	27	32	37	41	
.	19	36890	77844	141910	291585	705648	7957851	
.	20	12	22	27	32	37	41	
.	20	37953	80130	147872	295738	718046	7957851	
.	21	12	22	27	32	37	41	
.	21	39097	81595	150712	296885	722406	7957851	
.	22	12	22	27	32	37	41	
.	22	40507	85707	161395	305287	738252	7957851	
.	23	12	22	27	32	37	41	
.	23	41389	87667	170725	309146	742885	7957851	
.	24	12	22	27	32	37	41	
.	24	40416	86469	169877	304080	741400	7957851	
.	25	12	22	27	32	37	41	
.	25	53739	100151	187615	316374	750774	7957851	
.	26	12	22	27	32	37	41	
.	26	57875	107352	196769	323559	760078	7957851	
.	27	12	22	27	32	37	41	
.	27	56439	106456	197542	325174	761589	7957851	
.	28	12	22	27	32	37	41	
.	28	57988	108993	199751	327227	765650	7957851	
.	29	12	22	27	32	37	41	
.	29	69978	123723	216676	349946	798082	7957851	
.	30	12	22	27	32	37	41	
.	30	63962	121398	222423	357403	815529	7957851	
.	31	12	22	27	32	37	41	
.	31	63806	118385	213609	347253	812395	7957851	
.	32	2	12	22	27	32	37	41	
.	32	39	64710	119951	215999	350387	813034	7957851	
.	33	12	22	27	32	37	41	
.	33	73733	128990	222819	357898	819232	7957851	
.	34	12	22	27	32	37	41	
.	34	63956	121733	223117	357363	820789	7957851	
.	35	12	22	27	32	37	41	
.	35	64507	119612	213712	346487	809349	7957851	
.	36	12	22	27	32	37	41	
.	36	65066	119849	214450	348144	809283	7957851	
.	37	12	22	27	32	37	41	
.	37	65806	121004	216059	349146	809555	7957851	
.	38	12	22	27	32	37	41	
.	38	80847	140472	240107	377059	848767	7957851	
.	39	12	22	27	32	37	41	
.	39	69251	128159	228682	364460	839550	7957851	
.	40	12	22	27	32	37	41	
.	40	70868	128892	228417	366223	847975	7957851	
.	41	12	22	27	32	37	41	
.	41	82200	144158	247116	388525	878223	7957851	
.	42	12	22	27	32	37	41	
.	42	100592	167501	276375	419160	917794	7957851	
.	43	12	22	27	32	37	41	
.	43	73810	138658	248743	391681	896727	7957851	
.	44	12	22	27	32	37	41	
.	44	73477	133533	234525	375521	875133	7957851	
.	45	12	22	27	32	37	41	
.	45	75765	136498	238590	380535	873908	7957851	
.	46	12	22	27	32	37	41	
.	46	77700	139306	242450	384927	878931	7957851	
.	47	12	22	27	32	37	41	
.	47	80978	144184	251375	396780	899302	7957851	
.	48	12	22	27	32	37	41	
.	48	81163	145156	252930	397967	908030	7957851	
.	49	12	22	27	32	37	41	
.	49	79723	142876	248449	391795	895389	7957851	
.	50	12	22	27	32	37	41	
.	50	83020	147268	255802	402151	912917	7957851	
.	51	12	22	27	32	37	41	
.	51	86617	152549	263281	410631	930850	7957851	
.	52	12	22	27	32	37	41	
.	52	86290	153689	265756	416216	940447	7957851	
.	53	12	22	27	32	37	41	
.	53	87292	154892	267954	421116	949379	7957851	
.	54	12	22	27	32	37	41	
.	54	90678	159019	272925	427793	956797	7957851	
.	55	12	22	27	32	37	41	
.	55	90744	160482	276141	433558	966893	7957851	
.	56	12	22	27	32	37	41	
.	56	103589	175219	292731	454643	987549	7957851	
.	57	12	22	27	32	37	41	
.	57	100548	174586	296668	462320	995996	7957851	
.	58	12	22	27	32	37	41	
.	58	93436	166866	288722	462105	993270	7957851	
.	59	12	22	27	32	37	41	
.	59	96521	168736	286856	463855	999847	7957851	
.	60	12	22	27	32	37	41	
.	60	127123	204657	327824	507868	1039731	7957851	
.	61	12	22	27	32	37	41	
.	61	99231	178190	308203	492175	1037069	7957851	
