.	0	2	11	22	27	32	37	
.	66	16474	113194	2168850	3364975	4326277	7033131	12639129	30361577	
.	67	2	7	11	22	27	32	37	42	
.	67	14485	111883	2218631	3442966	4419499	7167629	12800158	30361577	
.	68	2	7	11	22	27	32	37	42	
.	68	16834	116270	2322323	3586090	4584827	7368115	13016996	30361577	
.	69	2	7	11	22	27	32	37	42	
.	69	18386	120483	2370642	3656488	4658212	7465319	13172532	30361577	
.	70	2	7	11	22	27	32	37	42	
.	70	18005	124200	2484682	3813384	4850419	7729660	13483538	30361577	
.	71	2	7	11	22	27	32	37	42	
.	71	22129	129764	2495957	3818139	4864422	7758305	13578872	30361577	
.	72	2	7	11	22	27	32	37	42	
.	72	26392	135895	2586414	3944499	5003830	7942813	13802391	30361577	
.	73	2	7	11	22	27	32	37	42	
.	73	24574	137881	2610651	3987544	5061485	8034447	13958109	30361577	
.	74	2	7	11	22	27	32	37	42	
.	74	28743	143194	2713639	4108304	5201705	8201733	14141064	30361577	
.	75	2	7	11	22	27	32	37	42	
.	75	27276	140101	2686484	4091807	5186704	8202022	14155503	30361577	
.	76	2	7	11	22	27	32	37	42	
.	76	30339	139004	2962610	4633970	7092698	13906350	21213282	30361577	
.	77	2	7	11	22	27	32	37	42	
.	77	30929	143840	2611032	3872273	5426639	9751685	17367016	30361577	
.	78	2	7	11	22	27	32	37	42	
.	78	29485	141347	2362347	3576498	4754816	8076679	14575171	30361577	
.	79	2	7	11	22	27	32	37	42	
.	79	32313	145288	2278556	3464346	4524433	7549009	13531390	30361577	
.	80	2	7	11	22	27	32	37	42	
.	80	32405	146615	2286726	3450164	4503370	7481335	13201762	30361577	
.	81	2	7	11	22	27	32	37	42	
.	81	31174	152164	2329116	3508516	4559583	7561514	13218488	30361577	
.	82	2	7	11	22	27	32	37	42	
.	82	28592	151126	2410893	3575036	4716292	7914719	13573562	30361577	
.	83	2	7	11	22	27	32	37	42	
.	83	28379	154827	2504536	3680659	4883693	8229254	13913752	30361577	
.	84	2	7	11	22	27	32	37	42	
