.	0	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	0	23314	99626	455085	861512	1236484	1614780	1995210	2407450	2864341	3324442	3860017	4472946	5156826	5988067	6882752	7951678	9154776	10656935	12487459	14619258	17182741	20525158	24542639	29362555	35425129	42191302	51034251	60594335	72556215	86385053	102895158	122372776	156713564	252802764	825419899	974087485	
.	1	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	1	9889	52734	394705	817190	1223285	1638326	2068682	2538748	3069237	3618110	4259917	5003421	5838156	6862631	7952881	9239615	10729381	12561271	14793626	17365014	20432881	24357259	28955598	34317220	40815923	47983814	57191709	67070583	79506199	94194709	111961513	132843629	169533242	275380380	846064392	974087485	
.	2	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	2	5099	45280	292298	583371	861073	1147332	1444517	1773913	2146632	2536662	2996256	3535357	4147787	4905867	5729051	6715634	7851201	9277463	11035925	13078384	15533902	18732581	22538137	27070511	32723355	39069015	47412625	56501505	68051442	81592627	97835221	116703218	150051116	249123662	828926194	974087485	
.	3	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	3	4152	45014	309684	628733	931931	1243592	1564910	1919908	2321512	2738709	3229442	3804403	4453872	5257355	6123818	7161680	8355033	9845338	11677588	13799961	16347617	19639211	23532731	28146981	33860366	40276406	48672376	57846870	69503666	83337167	99990451	119729125	154546497	255664899	828689822	974087485	
.	4	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	4	5711	76532	395582	772114	1121162	1474058	1829731	2219114	2654621	3099405	3619089	4224730	4900268	5733152	6623473	7689311	8900146	10413060	12262729	14407203	16970662	20283070	24195166	28824833	34563598	41009545	49432743	58640669	70300995	84144865	100801331	120530075	155243608	256054911	828764514	974087485	
.	5	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
