.	44	2683	20383	166780	266021	426734	574568	735295	961801	1268241	1593601	1939778	2301495	2694229	3048347	3501386	3913949	4268744	4713549	5177361	5603299	6168144	6640465	7301209	7841903	8603908	9214987	9926593	10893055	11645530	12892658	13844955	14923831	16197745	17642986	19153228	20847406	22401096	24847297	26771348	30073472	666012608	
.	45	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	45	292105	306804	423991	505706	646986	772088	903176	1066633	1276137	1502084	1747743	2019795	2328151	2623599	2944847	3260116	3561279	3905094	4269889	4640158	5090683	5513927	6053471	6538851	7150517	7724553	8370601	9191873	9881420	10960205	11858042	12887521	14089398	15324871	16745235	18355671	19775284	22000322	23771793	26798896	666012608	
.	46	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	46	1	17768	161477	257321	412816	556651	714265	934734	1233469	1551144	1889197	2245643	2633200	2983499	3422978	3827552	4176904	4612883	5068768	5488465	6040974	6508393	7158577	7692772	8440586	9046526	9748167	10701636	11444092	12678681	13620755	14691056	15955713	17384191	18881207	20564183	22102489	24534022	26446111	29733881	666012608	
.	47	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	47	6359	23890	170820	268934	426389	573872	733941	959498	1266121	1590750	1935825	2298526	2693968	3050363	3496285	3908200	4263918	4705761	5164465	5590286	6149213	6621229	7275330	7816102	8568998	9180079	9890546	10851244	11604404	12847204	13800003	14881120	16162184	17602078	19119392	20819258	22380497	24827531	26758422	30068184	666012608	
.	48	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	48	9	17088	162810	261562	420323	568055	727283	951727	1255590	1578084	1921059	2281881	2674069	3029329	3472575	3882023	4237904	4679046	5137091	5560807	6116428	6587716	7241080	7781097	8530442	9142330	9851625	10809665	11561559	12800638	13755203	14836909	16114872	17548618	19062014	20759653	22316985	24760239	26685248	29980709	666012608	
.	49	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	49	4762	21534	163921	259399	413989	556863	712674	931849	1227178	1540865	1875373	2225926	2609115	2956435	3394653	3796301	4143830	4579608	5033559	5450622	6002110	6467017	7116147	7647348	8393335	8999104	9698513	10650668	11391324	12622263	13563470	14632660	15893705	17317033	18809193	20489492	22020069	24435078	26328585	29599507	666012608	
.	50	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	50	3	17771	163147	260383	418344	565668	724957	946473	1247141	1566577	1905852	2261380	2650215	3002243	3443963	3851357	4205229	4644736	5102800	5526748	6083006	6556036	7209719	7750475	8502765	9115655	9825015	10782292	11532608	12770769	13723959	14803488	16077613	17510926	19021715	20716871	22265495	24703293	26619290	29913761	666012608	
.	51	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	51	21	17073	163673	261481	415685	561832	719919	945835	1253333	1580724	1929192	2293814	2690303	3047898	3490468	3901434	4258607	4700627	5158583	5580453	6137101	6605179	7256551	7793110	8540041	9148077	9853893	10807663	11552471	12789402	13736973	14809831	16077098	17506828	19011555	20702919	22250440	24683993	26601923	29897476	666012608	
.	52	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	52	14869	32136	177841	276062	433855	581550	742336	968651	1275985	1603670	1949571	2313733	2709621	3067742	3517959	3931131	4287900	4733783	5196809	5623204	6185578	6660084	7321089	7862401	8620841	9235285	9945775	10912486	11663634	12913531	13868564	14949562	16228159	17674774	19187526	20886099	22436097	24882613	26801737	30101478	666012608	
.	53	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	53	4253	21611	168803	267583	427011	576105	737333	965188	1273513	1602054	1949990	2315120	2713027	3072734	3519878	3934114	4292493	4737898	5200298	5628597	6190439	6666657	7325932	7868719	8625344	9242606	9955670	10921897	11675085	12921794	13880282	14964312	16245589	17687012	19206094	20909115	22467242	24917435	26843307	30145183	666012608	
.	54	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	54	274	17671	163548	261346	418304	563160	722570	947880	1254331	1579467	1924105	2285801	2679730	3035741	3481344	3891881	4246256	4690358	5150144	5573634	6132640	6602970	7259197	7796067	8547837	9158903	9865260	10825230	11572383	12814078	13760991	14833504	16103623	17538265	19041772	20728375	22268499	24704334	26614754	29901125	666012608	
.	55	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	55	5	17798	167749	267805	428729	578245	740693	969435	1280263	1609280	1959064	2324563	2722342	3083275	3532780	3948033	4308327	4755698	5221160	5652110	6217653	6695246	7359567	7905154	8666524	9286438	10003241	10973173	11733234	12986218	13949039	15036210	16324595	17773933	19298179	21010052	22572067	25029585	26957456	30269493	666012608	
.	56	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
