.	0	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	0	1003	84092	450398	863867	1257190	1660497	2072985	2650923	3293301	3946771	4687686	5528458	6467153	7567434	8735689	10067301	11563931	13289797	15332956	17603192	20194900	23291935	26751629	30601398	34933803	39894638	45830805	52265887	60315793	70073507	82256528	96998452	121620214	183209530	425775564	465769562	
.	1	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	1	1041	125300	618048	1163114	1686470	2223933	2775540	3520158	4341712	5176693	6124971	7183407	8359417	9739210	11181089	12806566	14661983	16717080	19170544	21787819	24824855	28306259	32193264	36508084	41211086	46610644	53030590	59955794	68548148	78814059	91861690	107351667	133166955	196848764	429283999	465769562	
.	2	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	2	1060830	1156027	1562600	2022611	2467593	2927525	3403831	4073057	4814903	5574190	6435576	7402498	8481330	9752891	11087036	12599785	14322873	16254523	18558966	21039045	23913469	27243559	30964065	35095612	39636479	44833354	51015160	57693973	65985223	75916968	88501131	103507327	128596826	191434634	427855621	465769562	
.	3	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	3	750	84046	464295	897617	1317950	1755099	2210137	2860679	3583070	4320846	5160496	6104679	7160939	8403696	9713219	11199054	12895844	14803701	17076197	19533074	22379971	25687992	29381623	33487621	38009267	43183664	49342188	55994734	64259679	74167457	86703558	101685594	126740369	189646963	427453913	465769562	
.	4	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	4	585	96992	515030	983213	1434836	1901743	2383497	3063653	3816332	4580526	5446223	6417817	7501894	8775425	10116572	11634961	13362267	15299971	17610399	20101090	22981003	26326886	30059326	34203872	38759766	43980383	50187512	56885407	65206384	75169283	87771247	102839727	127994267	190944587	427536276	465769562	
.	5	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	5	485	90381	495678	954044	1399730	1861762	2341072	3018024	3769333	4536477	5409421	6390531	7486526	8773422	10125710	11660345	13401339	15353585	17678604	20190164	23088772	26449360	30194322	34357438	38934778	44175639	50413826	57133461	65496625	75503554	88141820	103277291	128512885	191456761	427310106	465769562	
.	6	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	6	746257	843023	1272143	1753954	2221218	2704543	3203608	3903999	4680399	5471779	6369131	7373166	8492401	9805028	11180171	12739612	14504107	16481367	18832527	21362516	24288477	27670695	31441545	35624038	40219873	45482139	51734203	58471128	66834809	76855718	89497732	104650895	129886790	192674714	427136531	465769562	
.	7	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
