.	0	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	0	192	4876	54861	122250	188738	257317	331105	413117	508400	613017	734384	883545	1055685	1272486	1508958	1798963	2134194	2725466	3445205	4305921	5324016	6672564	8328657	10393575	13171377	16341942	20519813	24733779	29763718	35381090	41761114	49653434	62822055	98607190	341481924	368554703	
.	1	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	1	41332	48603	131013	238263	346153	460610	584721	724888	889860	1071007	1284669	1545288	1849734	2230311	2640875	3135368	3722955	4646920	5772674	7100106	8637087	10603308	12886455	15578034	18793597	22454976	26980703	31819527	37787547	44927971	53237524	63637634	80591845	121196099	334835134	368554703	
.	2	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	2	5553	16202	125397	257746	388322	525536	673700	838238	1032403	1241521	1487222	1784680	2128263	2552497	3005670	3558260	4197257	5183494	6366836	7763849	9361561	11363672	13662948	16361297	19554191	23273849	27821482	32756018	38902582	46421030	55145537	66261139	84094010	125078812	329002256	368554703	
.	3	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	3	243	9681	121940	257914	393570	535207	689294	861934	1063748	1283319	1539508	1850942	2210099	2653333	3124737	3698622	4360789	5380950	6599860	8031712	9666239	11714195	14051837	16793532	20027143	23792094	28372992	33357218	39529402	47076704	55838401	67036194	84989661	125696235	328292886	368554703	
.	4	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	4	340	9432	118645	252251	385119	523912	673642	841204	1038929	1252321	1501886	1805651	2154688	2587446	3049085	3608838	4258082	5256801	6455605	7873750	9492329	11521996	13850489	16585934	19823059	23596874	28203116	33226224	39439294	47029811	55832198	67070881	85038443	125886905	328873369	368554703	
.	5	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	5	223	8767	117147	249309	381322	520294	670475	838894	1036379	1251395	1502200	1806838	2159253	2595944	3060173	3626032	4279672	5286748	6492179	7916723	9544515	11586327	13920550	16667843	19916454	23698094	28313967	33348112	39564080	47158055	55958023	67173303	85082668	125864893	328768875	368554703	
.	6	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
