.	0	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	0	758	44241	228458	438534	632155	824277	1018161	1225222	1456454	1695838	1966850	2290264	2644497	3084877	3550419	4120149	4718216	5738024	6950878	8343095	9955577	12015149	14360404	17112720	20505203	24417992	29399725	34969386	41715447	49682460	58954353	70074294	88199613	135355137	404768764	465769562	
.	1	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	1	1060576	1093832	1346465	1637396	1915758	2196363	2485977	2796119	3147132	3510585	3922052	4402975	4937378	5576392	6248235	7047253	7923579	9247605	10797642	12555758	14556779	16995961	19740449	22871079	26545687	30787813	36022216	41720632	48857494	57520806	67778253	80328971	100852423	152916750	403235204	465769562	
.	2	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	2	519	25212	221488	452220	673235	898590	1133154	1386507	1674525	1975432	2317727	2722952	3173790	3720830	4298169	4992922	5748930	6941716	8347836	9951686	11787707	14049044	16610094	19551092	23047750	27092174	32105959	37592814	44434909	52719684	62500214	74477929	94136497	144487160	399192306	465769562	
.	3	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	3	246	18386	193540	403023	605807	813463	1030856	1267773	1538492	1823732	2150338	2537992	2969902	3496448	4054336	4729518	5464822	6641320	8023664	9604040	11416549	13656803	16191383	19115827	22597677	26622437	31622017	37112377	43938883	52209421	61946683	73899144	93499364	143584516	398940356	465769562	
.	4	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	4	294	18915	199528	415004	623264	836331	1059850	1301352	1577515	1867822	2199799	2595280	3034591	3571432	4137566	4821768	5565705	6750728	8144004	9740342	11565994	13824120	16376084	19308902	22807563	26856160	31884195	37406951	44270962	52587525	62380099	74406688	94117547	144375203	399402195	465769562	
.	5	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	5	745748	765907	954102	1178467	1395697	1616698	1848121	2098903	2384978	2687133	3030821	3438649	3893335	4446659	5028395	5732100	6497465	7705609	9128781	10751824	12604312	14891075	17471457	20437155	23968523	28053323	33116727	38677071	45590736	53983756	63858040	75999829	95872893	146401968	399900573	465769562	
.	6	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	6	746003	766955	960542	1190264	1412133	1636862	1871205	2124978	2413925	2716621	3062192	3472790	3929445	4484656	5068660	5773549	6539700	7745910	9165931	10786470	12640144	14927117	17506085	20473128	24001276	28079640	33143110	38695427	45605962	54003846	63891458	76049784	95970333	146519796	399597072	465769562	
.	7	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	7	549	21658	213237	440063	660398	884779	1118121	1370159	1658344	1960852	2306950	2717527	3172918	3726837	4311370	5017805	5782507	6993404	8415938	10042308	11897249	14190342	16773490	19743099	23278185	27371679	32446915	38023944	44957474	53376607	63270851	75452321	95394738	146063620	399777219	465769562	
.	8	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	8	2138923	2162017	2368278	2612950	2847471	3085206	3331845	3596403	3896415	4209249	4564018	4984858	5449679	6013179	6605328	7319360	8091097	9309170	10740253	12371427	14233303	16529480	19115097	22089207	25619674	29710595	34776867	40341698	47254679	55654494	65544137	77731024	97673460	148161630	399990863	465769562	
.	9	0	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
