A	22	1495470	2198018	3201509	4296571	7743428	34982470	
A	23	12	22	27	32	37	41	
A	23	1547057	2255956	3241473	4317163	7633288	35197905	
A	24	12	22	27	32	37	41	
A	24	1520520	2230832	3239246	4328575	7743946	34594245	
A	25	12	22	27	32	37	41	
A	25	1522022	2225740	3202629	4274896	7595292	35313685	
A	26	12	22	27	32	37	41	
A	26	1562923	2278091	3271936	4356713	7695473	35389994	
A	27	12	22	27	32	37	41	
A	27	1608409	2339373	3365531	4474014	7922371	35157751	
A	28	12	22	27	32	37	41	
A	28	1687320	2437626	3470159	4569724	7954830	35519802	
A	29	12	22	27	32	37	41	
A	29	1638065	2403996	3492234	4641420	8227971	35513900	
A	30	12	22	27	32	37	41	
A	30	1582825	2314631	3335411	4441316	7867098	34990210	
A	31	12	22	27	32	37	41	
A	31	1629625	2387624	3455788	4624939	8285407	35506955	
A	32	12	22	27	32	37	41	
A	32	1652693	2400344	3441990	4562180	7996265	35193092	
A	33	12	22	27	32	37	41	
A	33	1692922	2453937	3517337	4657232	8183616	34768275	
A	34	12	22	27	32	37	41	
A	34	1703570	2497079	3629116	4833314	8601174	35226374	
A	35	12	22	27	32	37	41	
A	35	1760796	2567693	3716832	4956523	8788640	35313864	
A	36	12	22	27	32	37	41	
A	36	1735999	2531361	3660869	4896561	8645658	34901923	
A	37	12	22	27	32	37	41	
A	37	1769238	2593708	3772549	5091110	8971185	35486367	
A	38	12	22	27	32	37	41	
A	38	1810703	2631428	3795643	5130818	8904010	35358801	
A	39	12	22	27	32	37	41	
A	39	1802037	2633470	3820516	5194048	8965358	35134335	
A	40	12	22	27	32	37	41	
A	40	1833039	2670687	3858174	5283276	9071364	35436036	
A	41	12	22	27	32	37	41	
A	41	1866253	2714750	3921050	5371478	9159321	35409287	
A	42	12	22	27	32	37	41	
A	42	1859579	2715256	3930813	5403689	9237186	34865951	
A	43	12	22	27	32	37	41	
A	43	1911494	2785554	4022315	5505092	9348026	35293011	
A	44	12	22	27	32	37	41	
A	44	1869615	2738247	3973068	5457015	9286078	35158983	
A	45	12	22	27	32	37	41	
A	45	1871440	2729971	3938586	5424709	9235199	34854208	
A	46	12	22	27	32	37	41	
A	46	1944651	2835664	4086055	5600231	9457621	35324622	
A	47	12	22	27	32	37	41	
A	47	1934466	2827801	4089382	5628499	9517695	35382970	
